Investigator: 
Experiment ID: 
Description: 

,
Maestro Settings,
   Original File Time,7/24/2017 9:46:30 AM
   Sampling Frequency,12.5 kHz
   Voltage Scale,5.51E-08 V/sample
   Experiment Start Time,7/24/2017 9:46:24 AM
   Referencing Method,FpgaMedian
   Analog Mode Setting,Neural Spikes
   Plate Type,Maestro 48-Well
   Digital Low Pass Filter,None
   Digital High Pass Filter,5 Hz IIR
   Temperature Set Point,37.0 Degrees C
   Current Temperature,37.0 Degrees C
   Heater Power,On
   AxIS Version,2.3.2.3
   MiddleMan Firmware,2.3.2.3
   Maestro Firmware,2.3.2.3
,
AxIS Batch Process,
   AxIS Version,2.3.2.3
   File Name,NC170628_48well_D19_072417(000).raw
   Requested File Section,0s to 2m1s
   Actual File Section Run,0s to 2m1s
   Recording Offset from File Start,0s
,
Digital Filter Settings,
   High Pass Filter,Butterworth
   High Pass Poles,1
   High Pass Cutoff Freq.,200 Hz
   Low Pass Filter,Butterworth
   Low Pass Poles,1
   Low Pass Cutoff Freq.,3 kHz
,
Spike Detector Settings,
   Method,Adaptive Threshold Crossing
   Threshold,6
   Threshold Status,Variable
   Threshold Crossing Only,True
   Pre-Spike Duration,0.84 ms
   Post-Spike Duration,2.16 ms
   Allow Sample Overlap,false
   Spike Count Interval,1 s
,
Burst Detector Settings,
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold
   Maximum Inter-Spike Interval,100 ms
   Minimum Number of Spikes,5
   Enable Network Burst Detection,True
   Maximum Inter-Spike Interval (network bursts),100 ms
   Minimum Number of Spikes (network bursts),10
   Minimum Participating Electrodes (%),25
   Synchrony Window,20 ms
,
Statistics Compiler Settings,
   Include Treatment Statistics,True
   Include Well Statistics,True
   Include Source Data,True
   Minimum Spike Rate for Active Electrode,5 spikes/minute
,
,

Well Information
Well,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Active,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Well Coloring,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9
Control,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Treatment,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons
Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,
Analysis Start (s): ,0
Analysis Duration (s): ,120.75

Treatment Averages,100k Neurons,150K Neurons,200K Neurons
Total Wells,16,16,16
Number of Spikes - Avg,1442.875,1270.8125,886.4375
Number of Spikes - Std,601.210542710843,442.084791075196,806.468265029691
Mean Firing Rate (Hz) - Avg,0.746829710144927,0.657770445134576,0.458818581780538
Mean Firing Rate (Hz) - Std,0.311185581113273,0.228822355628984,0.417426638214126
Number of Bursts - Avg,9.8125,9.6875,8.9375
Number of Bursts - Std,8.68883383045926,5.91854430300785,10.1091954839806
Burst Duration - Avg (s),0.446573199023199,0.422767149485435,0.429096698107448
Burst Duration - Std (s),0.150787719057472,0.111449344783258,0.155086437451542
Inter-Burst Interval - Avg (s),0.0235592165743295,0.0247443211279177,0.0284579077894565
Inter-Burst Interval - Std (s),0.00922997502872763,0.00971139412584478,0.0136048793119989
Burst Frequency - Avg (Hz),0.0182530834704748,0.0130502089353021,0.0211324217535398
Burst Frequency - Std (Hz),0.0151852332644666,0.00478632524355289,0.0182495174937688
Normalized Duration IQR - Avg,0.923685354193829,0.0596978590008671,0.484009885389196
Normalized Duration IQR - Std,0.192706608744051,0.0802947648243832,0.456084470523612
IBI Coefficient of Variation - Avg,0.892794676844026,0.880911105933932,0.686821213877288
IBI Coefficient of Variation - Std,0.511798321098978,0.355845306673615,0.324857369431786
Burst Percentage - Avg,20.4391129241,19.1732207156889,15.4651778104032
Burst Percentage - Std,18.6134070443334,10.6421555640706,13.2614698909216
Number of Network Bursts - Avg,15.5625,14.4375,8.5625
Number of Network Bursts - Std,15.2882035133846,12.7225194045834,16.9939940371101
Network Burst Frequency - Avg (Hz),0.12888198757764,0.119565217391304,0.0872750437967829
Network Burst Frequency - Std (Hz),0.126610381063227,0.105362479541063,0.15235302143781
Network Burst Duration - Avg (sec),0.58697879491492,0.565089726813328,0.640481676409061
Network Burst Duration - Std (sec),0.183546336030967,0.100275460660402,0.263804637832632
Number of Elecs Participating in Burst - Avg,6.92791032634783,6.38949762416582,6.3588129818899
Number of Elecs Participating in Burst - Std,6.92791032634783,6.38949762416582,6.3588129818899
Network Burst Percentage - Avg,34.3206103294371,32.041974573623,27.3829066254666
Network Burst Percentage - Std,18.5397400612307,11.7623064099626,26.6621824105682
Network IBI Coefficient of Variation - Avg,1.05400397303839,1.10634398741505,1.20277566683155
Network IBI Coefficient of Variation - Std,0.469633085665906,0.428916193877935,0.471605804018235
Network Normalized Duration IQR - Avg,0.561043035105267,0.664291750310127,0.781914757265507
Network Normalized Duration IQR - Std,0.295392111419617,0.242935211312313,0.413986691804054
Area Under Normalized Cross-Correlation - Avg,0.0653911612579934,0.0548675206324417,0.0451147302668927
Area Under Normalized Cross-Correlation - Std,0.0634487731415941,0.0373223543427894,0.0598428500506245
Area Under Cross-Correlation - Avg,0.24411663216011,0.14927104899931,0.071092132505176
Area Under Cross-Correlation - Std,0.285319735601612,0.205467916508923,0.0982379354669398

Well Averages,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
