Investigator: 
Experiment ID: 
Description: 

,
Maestro Settings,
   Original File Time,7/19/2017 9:29:45 AM
   Sampling Frequency,12.5 kHz
   Voltage Scale,5.51E-08 V/sample
   Experiment Start Time,7/19/2017 9:29:39 AM
   Referencing Method,FpgaMedian
   Analog Mode Setting,Neural Spikes
   Plate Type,Maestro 48-Well
   Digital Low Pass Filter,None
   Digital High Pass Filter,5 Hz IIR
   Temperature Set Point,37.0 Degrees C
   Current Temperature,37.1 Degrees C
   Heater Power,On
   AxIS Version,2.3.2.3
   MiddleMan Firmware,2.3.2.3
   Maestro Firmware,2.3.2.3
,
AxIS Batch Process,
   AxIS Version,2.3.2.3
   File Name,NC170628_48well_D14_071917(000).raw
   Requested File Section,0s to 2m2s
   Actual File Section Run,0s to 2m2s
   Recording Offset from File Start,0s
,
Digital Filter Settings,
   High Pass Filter,Butterworth
   High Pass Poles,1
   High Pass Cutoff Freq.,200 Hz
   Low Pass Filter,Butterworth
   Low Pass Poles,1
   Low Pass Cutoff Freq.,3 kHz
,
Spike Detector Settings,
   Method,Adaptive Threshold Crossing
   Threshold,6
   Threshold Status,Variable
   Threshold Crossing Only,True
   Pre-Spike Duration,0.84 ms
   Post-Spike Duration,2.16 ms
   Allow Sample Overlap,false
   Spike Count Interval,1 s
,
Burst Detector Settings,
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold
   Maximum Inter-Spike Interval,100 ms
   Minimum Number of Spikes,5
   Enable Network Burst Detection,True
   Maximum Inter-Spike Interval (network bursts),100 ms
   Minimum Number of Spikes (network bursts),10
   Minimum Participating Electrodes (%),25
   Synchrony Window,20 ms
,
Statistics Compiler Settings,
   Include Treatment Statistics,True
   Include Well Statistics,True
   Include Source Data,True
   Minimum Spike Rate for Active Electrode,5 spikes/minute
,
,

Well Information
Well,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Active,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Well Coloring,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#FF2F2F,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#00B0B0,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9,#FF54A9
Control,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Treatment,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons
Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,
Analysis Start (s): ,0
Analysis Duration (s): ,122.5

Treatment Averages,100k Neurons,150K Neurons,200K Neurons
Total Wells,16,16,16
Number of Spikes - Avg,726.125,486.9375,337.1875
Number of Spikes - Std,458.025308616602,475.2047234263,277.713814024438
Mean Firing Rate (Hz) - Avg,0.37047193877551,0.2484375,0.17203443877551
Mean Firing Rate (Hz) - Std,0.233686381947246,0.242451389503214,0.14169072144104
Number of Bursts - Avg,3.75,2.4375,0
Number of Bursts - Std,8.92561855933059,8.22166852490012,0
Burst Duration - Avg (s),0.295882657142857,0.260466262626263,
Burst Duration - Std (s),0.0503236832608137,0.0230774156178905,
Inter-Burst Interval - Avg (s),0.0538979556924821,0.0569015045695046,
Inter-Burst Interval - Std (s),0.00322464075183601,0.00446867205541594,
Burst Frequency - Avg (Hz),0.0840816326530612,0.100680272108844,
Burst Frequency - Std (Hz),0.114052239651089,0.14610496608064,
Normalized Duration IQR - Avg,0.414659908633719,0.274509803921569,
Normalized Duration IQR - Std,0.102573187630385,,
IBI Coefficient of Variation - Avg,0.894390718452024,0.806294541519513,
IBI Coefficient of Variation - Std,0.239028695733242,,
Burst Percentage - Avg,1.97302763523098,0.824638681803124,0
Burst Percentage - Std,4.10328975945438,2.5029482946904,0
Number of Network Bursts - Avg,5.6875,4.5625,0.125
Number of Network Bursts - Std,10.8487710517521,13.0484673429487,0.5
Network Burst Frequency - Avg (Hz),0.123809523809524,0.148979591836735,0.0163265306122449
Network Burst Frequency - Std (Hz),0.1096939566524,0.18583759082175,
Network Burst Duration - Avg (sec),0.564099044834308,0.511568051948052,0.5988
Network Burst Duration - Std (sec),0.086040583557947,0.0107977375990319,
Number of Elecs Participating in Burst - Avg,5.54093567251462,5.86038961038961,8.5
Number of Elecs Participating in Burst - Std,5.54093567251462,5.86038961038961,8.5
Network Burst Percentage - Avg,17.2892033157572,16.5677081230459,2.47855100095329
Network Burst Percentage - Std,14.6853892644567,17.4139835053862,
Network IBI Coefficient of Variation - Avg,0.925197214447726,0.740831734520726,
Network IBI Coefficient of Variation - Std,0.753350333620811,0.000625680088981312,
Network Normalized Duration IQR - Avg,0.441241836888564,0.435541492293559,
Network Normalized Duration IQR - Std,0.219727623469996,0.08386833517799,
Area Under Normalized Cross-Correlation - Avg,0.00603433055106764,0.00479440334406384,0.00362911526230982
Area Under Normalized Cross-Correlation - Std,0.0024211859774469,0.00196059587492327,0.00302198589809469
Area Under Cross-Correlation - Avg,0.0071045918367347,0.00418792517006803,0.00167091836734694
Area Under Cross-Correlation - Std,0.00862803783324627,0.0083325222891918,0.002946446772496

Well Averages,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
Treatment/ID,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,100k Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,150K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons,200K Neurons
